FinYear,State_sel,State_code,District_sel,District_code,Block_sel,Block_code,Panchayat_sel,Panchayat_code,Village_sel,Village_code,sr_no,habitation,SC,ST,GEN,TOTAL
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Borraipalem,20233,Borraipalem,25175,2,Chakra Thanda,0,95,0,95
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Brundavanpur,20220,Brundavanpur,25162,1,Brundavanpur,12,0,97,109
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,CHENNAIPALEM,20234,BORRAIPALEM(020 ),693408,1,Chennaipalem,200,10,600,810
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,DONKA THANDA,20229,RAGADAPA(018 ),700850,1,Donka Thanda,0,420,0,420
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,DONKA THANDA,20229,RAGADAPA(018 ),700850,2,Harja Thanda,0,275,0,275
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,DONKA THANDA,20229,RAGADAPA(018 ),700850,3,Islavath Thanda,0,74,83,157
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,DONKA THANDA,20229,RAGADAPA(018 ),700850,4,Kanya Thanda,0,191,4,195
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Duggepally,20214,Duggepally,25155,1,Duggepally,625,263,829,1717
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Kamareddy Gudem,305863,Kamareddygudem,25153,1,Kamareddygudem,301,0,642,943
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Kampalapally,20215,Kampalapally,25156,1,Kampalapallay,214,1,473,688
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Kampalapally,20215,Kampalapally,25156,2,Mangabaigudem,0,0,265,265
As on (01/04/2025),Telangana,36,Nalgonda,25,Tripuraram,1055,Kampasagar,20221,Kampasagar,25163,1,Dibba Quarters,711,5,237,953
